Case ID, Event ID, Activity, Timestamp, Resource, Cost
1, 0, Customer has a problem, 05/09/2021 11:23:57, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
1, 1, Get problem description, 05/09/2021 11:23:58, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
1, 2, Get problem description, 05/09/2021 11:23:58, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
1, 3, Ask 1st level support, 05/09/2021 11:24:02, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
1, 4, Ask 2d level support, 05/09/2021 11:24:04, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
1, 5, Provide feedback for account manager, 05/09/2021 11:24:11, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
1, 6, Provide feedback for account manager, 05/09/2021 11:24:11, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
1, 7, Explain solution, 05/09/2021 11:24:13, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
2, 8, Customer has a problem, 05/09/2021 11:24:14, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
2, 9, Get problem description, 05/09/2021 11:24:15, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
2, 10, Get problem description - form 1872255185, 05/09/2021 11:24:15, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
2, 11, Explain solution, 05/09/2021 11:24:18, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
3, 12, Customer has a problem, 05/09/2021 11:24:19, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
3, 13, Get problem description, 05/09/2021 11:24:20, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
3, 14, Get problem description - form 562051428918, 05/09/2021 11:24:20, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
3, 15, Explain solution, 05/09/2021, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
4, 16, Customer has a problem, 05/09/2021 11:24:24, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
4, 17, Get problem description, 05/09/2021 11:24:25, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
4, 18, Ask 1st level support, 05/09/2021 11:24:29, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
4, 19, Ask 2d level support, 05-09-2021 11.24.31, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
4, 20, Provide feedback for 1st level support, 05/09/2021 11:24:35, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
4, 21, Provide feedback for 1st level support, 05/09/2021 11:24:35, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
4, 22, Provide feedback for account manager, 05/09/2021 11:24:38, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
4, 23, Provide feedback for account manager - form 701560555952, 05/09/2021 11:24:38, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
4, 24, Explain solution, 05/09/2021 11:24:40, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
5, 25, Customer has a problem, 05/09/2021 11:24:41, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
5, 26, Customer has a problem - form 998637810568, 05/09/2021 11:24:41, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
5, 27, Ask 2d level support, 05/09/2021 11:24:48, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
5, 28, Ask developer, 05/09/2021 11:24:50, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
5, 29, Provide feedback for 2nd level support, 05/09/2021 11:24:50, 0x20498d71d279e4c03897ec1701eac7ac0f60ff8e, 20000000000
5, 30, Provide feedback for 1st level support, 05/09/2021 11:24:52, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
5, 31, Provide feedback for account manager, 05/09/2021 11:24:54, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
5, 32, Explain solution, 05/09/2021 11:24:56, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
6, 33, Customer has a problem, 05/09/2021 11:24:57, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
6, 34, Customer has a problem, 05/09/2021 11:24:57, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
6, 35, Ask 2d level support, 05/09/2021 11:25:03, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
6, 36, Provide feedback for 1st level support, 05/09/2021 11:25:07, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
6, 37, Provide feedback for account manager, 05/09/2021 11:25:10, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
6, 38, Explain solution, 05/09/2021 11:25:12, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
7, 39, Customer has a problem, 05/09/2021 11:25:13, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
7, 40, Get problem description, 05/09/2021 11:25:13, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
7, 41, Explain solution, 05/09/2021 11:25:16, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
8, 42, Customer has a problem, 05-09-2021 11.25.18, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
8, 43, Get problem description, 05/09/2021 11:25:18, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
8, 44, Get problem description, 05/09/2021 11:25:18, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
8, 45, Explain solution, 05/09/2021 11:25:21, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
8, 46, Explain solution - form 1079490049050, 05/09/2021 11:25:21, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
9, 47, Customer has a problem, 05/09/2021 11:25:23, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
9, 48, Get problem description, 05/09/2021 11:25:23, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
9, 49, Explain solution, 05/09/2021 11:25:26, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
10, 50, Customer has a problem, 05/09/2021 11:25:28, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
10, 51, Get problem description, 05/09/2021 11:25:28, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
10, 52, Get problem description - form 648170178241, 05/09/2021 11:25:28, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
10, 53, Explain solution, 05/09/2021 11:25:31, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
10, 54, Explain solution - form 41676930583, 05/09/2021 11:25:31, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
11, 55, Customer has a problem, 05/09/2021 11:25:33, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
11, 56, Explain solution, 05/09/2021 11:25:36, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
12, 57, Customer has a problem, 05/09/2021 11:25:38, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
12, 58, Explain solution, 11.25.41, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
13, 59, Customer has a problem, 05/09/2021 11:25:43, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
13, 60, Get problem description, 05/09/2021 11:25:43, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
13, 61, Ask 1st level support, 05/09/2021 11:25:47, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
13, 62, Ask 2d level support, 05/09/2021 11:25:49, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
13, 63, Ask developer, 05/09/2021 11:25:51, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
13, 64, Ask developer - form 338517650044, 05/09/2021 11:25:51, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
13, 65, Provide feedback for 2nd level support, 05/09/2021 11:25:52, 0x20498d71d279e4c03897ec1701eac7ac0f60ff8e, 20000000000
13, 66, Provide feedback for 1st level support, 05/09/2021 11:25:54, 0x8abe6934d8cba8b7b088ede7530ebcd9e8cc202d, 20000000000
13, 67, Provide feedback for account manager, 05/09/2021 11:25:56, 0x7770044fef200a4758cd39f43a0e4f8cc77cd76d, 20000000000
14, 68, Customer has a problem, 05/09/2021 11:25:59, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
14, 69, Customer has a problem - form 797361806496, 05/09/2021 11:25:59, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
14, 70, Get problem description, 05/09/2021 11:25:59, 0xad64c6800a6175f0f2e39f1e59ace100701a3bd8, 20000000000
14, 71, Ask 1st level support, 05/09/2021 11:26:03, 0xb1d42d39d84f37f224a6106ff367a19ce14893e4, 20000000000
